ER_spec,nominal_ER_required,design_margin,yield_70pct,Cpk
25,36.461714729374336,11.461714729374336,78.4,0.5714980867882843
27,36.461714729374336,9.461714729374336,77.15,0.4717751220692905
28,36.461714729374336,8.461714729374336,75.8,0.4219136397097936
29,36.461714729374336,7.461714729374336,73.55,0.3720521573502967
30,36.461714729374336,6.461714729374336,70.1,0.3221906749907998
32,36.461714729374336,4.461714729374336,,0.22246771027180598
35,36.461714729374336,1.4617147293743358,,0.07288326319331524
